go_stop_number	go_stop_name	go_stop_id	go_latitude	go_longitude	come_stop_number	come_stop_name	come_stop_id	come_latitude	come_longitude		
0東	0100000A00										
30	洲美橋	1117500500	25.092658	121.4992219	30	洲美橋	1117500500	25.092658	121.4992219		
30	民族重慶路口	1036900040	25.068879	121.51371	30	民族重慶路口	1036900040	25.068879	121.51371		
31	中窟	1117400300	25.09534	121.49649	31	中窟	1117400300	25.09534	121.49649		
31	昌吉重慶路口	1036300240	25.06615	121.5136438	31	昌吉重慶路口	1036300240	25.06615	121.5136438		
32	福安里	1117200900	25.09636	121.49544	32	福安里	1117200900	25.09636	121.49544		
32	捷運大橋頭站	1035900040	25.063324	121.5135163	32	捷運大橋頭站	1035900040	25.063324	121.5135163		
33	福安區民活動中心	1117201000	25.09717	121.49455	33	福安區民活動中心	1117201000	25.09717	121.49455		
33	涼州重慶路口	1035800340	25.06098	121.5135093	33	涼州重慶路口	1035800340	25.06098	121.5135093		
34	下竹圍	1117200000	25.0982	121.49333	34	下竹圍	1117200000	25.0982	121.49333		
34	民生重慶路口	1035800140	25.05715	121.5136927	34	民生重慶路口	1035800140	25.05715	121.5136927		
35	朝陽公園(鈕釦街)	1034500042	25.055504	121.514022	35	朝陽公園(鈕釦街)	1034500042	25.055504	121.514022		
35	地藏禪寺	1117400500	25.099749	121.4915352	35	地藏禪寺	1117400500	25.099749	121.4915352		
36	臨江園	1117402000	25.10163	121.48928	36	臨江園	1117402000	25.10163	121.48928		
36	圓環(南京)	1035000220	25.053651	121.5157054	36	圓環(南京)	1035000220	25.053651	121.5157054		
37	臺北車站(承德)	1034900240	25.050735	121.5167729	37	臺北車站(承德)	1034900240	25.050735	121.5167729		
37	福安國中	1117401900	25.10333	121.48729	37	福安國中	1117401900	25.10333	121.48729		
38	富洲里八段	1117401600	25.10576	121.48446	38	富洲里八段	1117401600	25.10576	121.48446		
38	臺北車站(鄭州)	1035100420	25.048497	121.5171976	38	臺北車站(鄭州)	1035100420	25.048497	121.5171976		
39	富安國小	1117401360	25.10596	121.4833	39	富安國小	1117401360	25.10596	121.4833		
39	行政院	1004100540	25.046484	121.5197596	39	行政院	1004100540	25.046484	121.5197596		
4	富洲里九段	1117401540	25.10614	121.47427	4	富洲里九段	1117401540	25.10614	121.47427		
4	臺北車站(鄭州)	1035100460	25.048809	121.5174713	4	臺北車站(鄭州)	1035100460	25.048809	121.5174713		
40	建安新村	1117400960	25.10601	121.48116	40	建安新村	1117400960	25.10601	121.48116		
40	臺大醫院	1005500340	25.042497	121.5185042	40	臺大醫院	1005500340	25.042497	121.5185042		
41	下溪沙尾	1117400160	25.10597	121.47884	41	下溪沙尾	1117400160	25.10597	121.47884		
42	威靈廟	1117400800	25.105957	121.4764835	42	威靈廟	1117400800	25.105957	121.4764835		
43	富洲里九段	1117401500	25.106223	121.4742815	43	富洲里九段	1117401500	25.106223	121.4742815		
44	浮線	1117401100	25.106667	121.4725864	44	浮線	1117401100	25.106667	121.4725864		
45	台北海大	1117400400	25.108525	121.4706761	45	台北海大	1117400400	25.108525	121.4706761		
46	富洲里	1117401460	25.109244	121.468346	46	富洲里	1117401460	25.109244	121.468346		
5	後車站	1034900100	25.050269	121.5135627	5	後車站	1034900100	25.050269	121.5135627		
5	威靈廟	1117400840	25.105857	121.4762383	5	威靈廟	1117400840	25.105857	121.4762383		
6	圓環(重慶)	1035000300	25.052844	121.514207	6	圓環(重慶)	1035000300	25.052844	121.514207		
6	下溪沙尾	1117400120	25.10581	121.47886	6	下溪沙尾	1117400120	25.10581	121.47886		
7	民生重慶路口	1035600000	25.056766	121.5138258	7	民生重慶路口	1035600000	25.056766	121.5138258		
7	建安新村	1117400920	25.105952	121.4812673	7	建安新村	1117400920	25.105952	121.4812673		
8	富安國小	1117401320	25.105912	121.4831859	8	富安國小	1117401320	25.105912	121.4831859		
8	涼州重慶路口	1035800300	25.060669	121.5135455	8	涼州重慶路口	1035800300	25.060669	121.5135455		
9	富洲里八段	1117401640	25.10563	121.48448	9	富洲里八段	1117401640	25.10563	121.48448		
9	捷運大橋頭站	1035900000	25.062704	121.513583	9	捷運大橋頭站	1035900000	25.062704	121.513583		
											
5	100000500										
1	中和保養廠	2355800420	25.002543	121.492374	1	中和保養廠	2355800420	25.002543	121.492374		
1	捷運行天宮站(松江路)	1046800240	25.060535	121.5331063	1	捷運行天宮站(松江路)	1046800240	25.060535	121.5331063		
10	華泰新城(宜安路)	2357600520	24.998841	121.508875	10	華泰新城(宜安路)	2357600520	24.998841	121.508875		
10	市立大學附小	1004800540	25.036462	121.5149763	10	市立大學附小	1004800540	25.036462	121.5149763		
11	南門	1006600640	25.033565	121.515375	11	南門	1006600640	25.033565	121.515375		
11	宜安路	2357600220	24.997389	121.5109042	11	宜安路	2357600220	24.997389	121.5109042		
12	寧波重慶路口	1007600240	25.028886	121.5153917	12	寧波重慶路口	1007600240	25.028886	121.5153917		
12	安平路	2357200000	24.99767	121.51196	12	安平路	2357200000	24.99767	121.51196		
13	重慶南路三段(中正橋)	1007100040	25.024804	121.516528	13	重慶南路三段(中正橋)	1007100040	25.024804	121.516528		
13	潭墘	2357200300	24.99948	121.51347	13	潭墘	2357200300	24.99948	121.51347		
14	捷運頂溪站	2344300940	25.01443	121.5155769	14	捷運頂溪站	2344300940	25.01443	121.5155769		
14	823紀念公園	2358200970	25.001909	121.5151052	14	823紀念公園	2358200970	25.001909	121.5151052		
15	中興街口	2344400140	25.011595	121.5147464	15	中興街口	2344400140	25.011595	121.5147464		
15	永安市場	2345500500	25.00506	121.51445	15	永安市場	2345500500	25.00506	121.51445		
16	樂華夜市	2344500840	25.00839	121.51386	16	樂華夜市	2344500840	25.00839	121.51386		
16	自強街口	2344700300	25.007558	121.514584	16	自強街口	2344700300	25.007558	121.514584		
17	樂華夜市	2344500800	25.008563	121.5141176	17	樂華夜市	2344500800	25.008563	121.5141176		
17	永和路口	2344500440	25.005687	121.5128613	17	永和路口	2344500440	25.005687	121.5128613		
18	捷運頂溪站	2344500600	25.01258	121.515273	18	捷運頂溪站	2344500600	25.01258	121.515273		
18	永安市場(永貞路)	2357400140	25.003661	121.513414	18	永安市場(永貞路)	2357400140	25.003661	121.513414		
19	中正橋頭	2344500100	25.016042	121.5162239	19	中正橋頭	2344500100	25.016042	121.5162239		
19	中安街	2357400040	25.002081	121.512357	19	中安街	2357400040	25.002081	121.512357		
2	家美工業區	2355700720	25.002035	121.493889	2	家美工業區	2355700720	25.002035	121.493889		
2	長春松江路口	1048500040	25.055006	121.533011	2	長春松江路口	1048500040	25.055006	121.533011		
20	重慶南路三段(中正橋)	1007700000	25.024254	121.5168988	20	重慶南路三段(中正橋)	1007700000	25.024254	121.5168988		
20	安平派出所	2357400740	25.000769	121.511211	20	安平派出所	2357400740	25.000769	121.511211		
21	安平路	2357600140	24.997722	121.511791	21	安平路	2357600140	24.997722	121.511791		
21	福州街	1007800500	25.028027	121.517445	21	福州街	1007800500	25.028027	121.517445		
22	自來水西分處(牯嶺)	1007600100	25.029865	121.5166342	22	自來水西分處(牯嶺)	1007600100	25.029865	121.5166342		
22	宜安路	2357600260	24.997295	121.5112044	22	宜安路	2357600260	24.997295	121.5112044		
23	南昌路	1007500101	25.031219	121.517248	23	南昌路	1007500101	25.031219	121.517248		
23	華泰新城(宜安路)	2357600560	24.998949	121.509048	23	華泰新城(宜安路)	2357600560	24.998949	121.509048		
24	南門	1007400100	25.033381	121.51568	24	南門	1007400100	25.033381	121.51568		
24	雙和里	2357500760	24.99973	121.5068521	24	雙和里	2357500760	24.99973	121.5068521		
25	南山高中	2357500660	24.999775	121.505547	25	南山高中	2357500660	24.999775	121.505547		
25	一女中(公園)	1004800000	25.036828	121.5151365	25	一女中(公園)	1004800000	25.036828	121.5151365		
26	中和派出所	2357500060	24.999855	121.5028195	26	中和派出所	2357500060	24.999855	121.5028195		
26	捷運台大醫院站	1004801100	25.041927	121.5163535	26	捷運台大醫院站	1004801100	25.041927	121.5163535		
27	臺北車站(青島)	1004100820	25.044844	121.517704	27	臺北車站(青島)	1004100820	25.044844	121.517704		
27	中和廟口	2357500260	25.000814	121.5009077	27	中和廟口	2357500260	25.000814	121.5009077		
28	行政院	1004100500	25.046578	121.5202398	28	行政院	1004100500	25.046578	121.5202398		
28	中和農會(中和路)	2357500100	25.001862	121.499868	28	中和農會(中和路)	2357500100	25.001862	121.499868		
29	中山市場	1044400000	25.050519	121.522081	29	中山市場	1044400000	25.050519	121.522081		
29	一江新村	2355800060	25.002636	121.498247	29	一江新村	2355800060	25.002636	121.498247		
3	南京吉林路口	1045700260	25.052112	121.5303325	3	南京吉林路口	1045700260	25.052112	121.5303325		
3	捷運中和站(中山路)	2355701020	25.002211	121.495441	3	捷運中和站(中山路)	2355701020	25.002211	121.495441		
30	南京林森路口	1045400120	25.052069	121.5250604	30	南京林森路口	1045400120	25.052069	121.5250604		
30	捷運中和站(中山路)	2355701060	25.002436	121.496157	30	捷運中和站(中山路)	2355701060	25.002436	121.496157		
31	南京吉林路口	1045700220	25.052007	121.529855	31	南京吉林路口	1045700220	25.052007	121.529855		
31	家美工業區	2355700760	25.00229	121.493465	31	家美工業區	2355700760	25.00229	121.493465		
32	中和保養廠	2355700360	25.003079	121.491807	32	中和保養廠	2355700360	25.003079	121.491807		
32	捷運松江南京站	1045700420	25.051969	121.5327305	32	捷運松江南京站	1045700420	25.051969	121.5327305		
33	長春松江路口	1045900300	25.054536	121.5331386	33	長春松江路口	1045900300	25.054536	121.5331386		
34	民生松江路口	1048300320	25.057791	121.535046	34	民生松江路口	1048300320	25.057791	121.535046		
35	合江街口	1047800020	25.057724	121.5381394	35	合江街口	1047800020	25.057724	121.5381394		
36	臺北大學(臺北校區)	1048000220	25.05774	121.54274	36	臺北大學(臺北校區)	1048000220	25.05774	121.54274		
37	捷運中山國中站	1047600500	25.060855	121.544405	37	捷運中山國中站	1047600500	25.060855	121.544405		
38	民權龍江路口	1047600460	25.062395	121.5412752	38	民權龍江路口	1047600460	25.062395	121.5412752		
39	民權建國路口	1047700060	25.062483	121.53746	39	民權建國路口	1047700060	25.062483	121.53746		
4	一江新村	2355800020	25.002407	121.498123	4	一江新村	2355800020	25.002407	121.498123		
4	南京林森路口	1045400160	25.052167	121.5257174	4	南京林森路口	1045400160	25.052167	121.5257174		
40	民權松江路口	1048300060	25.062524	121.5334388	40	民權松江路口	1048300060	25.062524	121.5334388		
5	中山市場	1044400040	25.051264	121.5220211	5	中山市場	1044400040	25.051264	121.5220211		
5	中和農會(中和路)	2357500140	25.001903	121.499736	5	中和農會(中和路)	2357500140	25.001903	121.499736		
6	行政院	1004100540	25.046484	121.5197596	6	行政院	1004100540	25.046484	121.5197596		
6	中和廟口	2357500220	25.000553	121.500968	6	中和廟口	2357500220	25.000553	121.500968		
7	臺北車站(公園)	1004700340	25.043929	121.516775	7	臺北車站(公園)	1004700340	25.043929	121.516775		
7	中和派出所	2357500020	24.999695	121.5027697	7	中和派出所	2357500020	24.999695	121.5027697		
8	南山高中	2357500620	24.999655	121.5048263	8	南山高中	2357500620	24.999655	121.5048263		
8	捷運台大醫院站	1004600040	25.041935	121.5161481	8	捷運台大醫院站	1004600040	25.041935	121.5161481		
9	一女中(公園)	1004800040	25.038007	121.5149627	9	一女中(公園)	1004800040	25.038007	121.5149627		
9	雙和里	2357500720	24.999571	121.50739	9	雙和里	2357500720	24.999571	121.50739		
											
8	400000800										
1	捷運新店站(新店路)	2314700841	24.958392	121.53755	1	捷運新店站(新店路)	2314700841	24.958392	121.53755		
1	中和教會	2357700120	24.992776	121.509186	1	中和教會	2357700120	24.992776	121.509186		
10	輕軌陽光運動公園站	2315900740	24.972781	121.5195205	10	輕軌陽光運動公園站	2315900740	24.972781	121.5195205		
10	十四份	2315900000	24.969329	121.518795	10	十四份	2315900000	24.969329	121.518795		
11	光華街口	2315900340	24.97032	121.51876	11	光華街口	2315900340	24.97032	121.51876		
11	光華街口	2315900300	24.970794	121.51914	11	光華街口	2315900300	24.970794	121.51914		
12	十四份	2315900040	24.96923	121.51843	12	十四份	2315900040	24.96923	121.51843		
12	輕軌陽光運動公園站	2315900700	24.972839	121.519852	12	輕軌陽光運動公園站	2315900700	24.972839	121.519852		
13	及人中學	2315900140	24.967302	121.5177866	13	及人中學	2315900140	24.967302	121.5177866		
13	石頭厝	2315900200	24.974308	121.51912	13	石頭厝	2315900200	24.974308	121.51912		
14	輕軌安康站	2315900441	24.96515	121.51705	14	輕軌安康站	2315900441	24.96515	121.51705		
14	安和路二段	2315900600	24.976061	121.517372	14	安和路二段	2315900600	24.976061	121.517372		
15	光華新村(安康路)	2315300820	24.963936	121.517942	15	光華新村(安康路)	2315300820	24.963936	121.517942		
15	陽光運動公園(新店花市)	2315901000	24.977253	121.5167886	15	陽光運動公園(新店花市)	2315901000	24.977253	121.5167886		
16	安華路口	2315301220	24.963705	121.5213653	16	安華路口	2315301220	24.963705	121.5213653		
16	永平里	2315900500	24.981146	121.517416	16	永平里	2315900500	24.981146	121.517416		
17	下城社區	2315300120	24.963473	121.5235251	17	下城社區	2315300120	24.963473	121.5235251		
17	輕軌新和國小站(水工大樓)	2315900800	24.983806	121.517953	17	輕軌新和國小站(水工大樓)	2315900800	24.983806	121.517953		
18	新和國小	2315901100	24.985335	121.517283	18	新和國小	2315901100	24.985335	121.517283		
18	胡璉故居紀念館	2315300020	24.962917	121.52598	18	胡璉故居紀念館	2315300020	24.962917	121.52598		
19	三介廟	2357700000	24.988375	121.513308	19	三介廟	2357700000	24.988375	121.513308		
19	頂城	2315302340	24.961725	121.528339	19	頂城	2315302340	24.961725	121.528339		
2	溪頭	2315302500	24.960831	121.5319036	2	溪頭	2315302500	24.960831	121.5319036		
2	景新街	2358200740	24.989796	121.512387	2	景新街	2358200740	24.989796	121.512387		
20	大坪頂	2315300240	24.961041	121.530152	20	大坪頂	2315300240	24.961041	121.530152		
20	景新街	2358200700	24.989999	121.512485	20	景新街	2358200700	24.989999	121.512485		
21	欣欣向榮(景新街)	2357200470	24.995152	121.507206	21	欣欣向榮(景新街)	2357200470	24.995152	121.507206		
21	溪頭	2315302540	24.960256	121.532361	21	溪頭	2315302540	24.960256	121.532361		
22	碧潭橋頭	2314701600	24.963158	121.53982	22	碧潭橋頭	2314701600	24.963158	121.53982		
22	景新街口	2357100440	24.995927	121.505574	22	景新街口	2357100440	24.995927	121.505574		
23	捷運景安站	2357600340	24.994596	121.505201	23	捷運景安站	2357600340	24.994596	121.505201		
23	檳榔路	2314702000	24.965001	121.5405875	23	檳榔路	2314702000	24.965001	121.5405875		
24	捷運新店區公所站(北新)	2314700900	24.967638	121.5416161	24	捷運新店區公所站(北新)	2314700900	24.967638	121.5416161		
25	中正路	2314600022	24.969823	121.54459	25	中正路	2314600022	24.969823	121.54459		
26	中興中正路口	2314600061	24.96884	121.54556	26	中興中正路口	2314600061	24.96884	121.54556		
27	五峰國中	2314600440	24.966834	121.544338	27	五峰國中	2314600440	24.966834	121.544338		
28	中興路一段	2314700040	24.963848	121.5421083	28	中興路一段	2314700040	24.963848	121.5421083		
29	舊郵政館	2314601340	24.961682	121.540751	29	舊郵政館	2314601340	24.961682	121.540751		
3	大坪頂	2315300200	24.961329	121.5298939	3	大坪頂	2315300200	24.961329	121.5298939		
3	三介廟	2356900040	24.987999	121.5132354	3	三介廟	2356900040	24.987999	121.5132354		
30	捷運新店站(新店路)	2314700841	24.958392	121.53755	30	捷運新店站(新店路)	2314700841	24.958392	121.53755		
4	頂城	2315302300	24.961886	121.528356	4	頂城	2315302300	24.961886	121.528356		
4	新和國小	2315901140	24.98554	121.516668	4	新和國小	2315901140	24.98554	121.516668		
5	輕軌新和國小站(水工大樓)	2315900840	24.983114	121.517819	5	輕軌新和國小站(水工大樓)	2315900840	24.983114	121.517819		
5	胡璉故居紀念館	2315300060	24.963037	121.526281	5	胡璉故居紀念館	2315300060	24.963037	121.526281		
6	永平里	2315900540	24.981678	121.5175586	6	永平里	2315900540	24.981678	121.5175586		
6	下城社區	2315300160	24.963596	121.5239545	6	下城社區	2315300160	24.963596	121.5239545		
7	陽光運動公園(新店花市)	2315901040	24.977353	121.5165771	7	陽光運動公園(新店花市)	2315901040	24.977353	121.5165771		
7	安華路口	2315301260	24.963907	121.5212082	7	安華路口	2315301260	24.963907	121.5212082		
8	安和路二段	2315900640	24.975951	121.517269	8	安和路二段	2315900640	24.975951	121.517269		
8	輕軌安康站	2315900400	24.96503	121.517257	8	輕軌安康站	2315900400	24.96503	121.517257		
9	及人中學	2315900100	24.967108	121.518062	9	及人中學	2315900100	24.967108	121.518062		
9	石頭厝	2315900240	24.974109	121.5188677	9	石頭厝	2315900240	24.974109	121.5188677		
											
9	100000900										
1	社子國小	1117200440	25.089646	121.5028759	1	社子國小	1117200440	25.089646	121.5028759		
1	祖師廟(康定)	1084900400	25.039681	121.5019792	1	祖師廟(康定)	1084900400	25.039681	121.5019792		
10	涼州重慶路口	1035800320	25.060697	121.512933	10	涼州重慶路口	1035800320	25.060697	121.512933		
10	污水處理廠	1037200040	25.07605	121.5118	10	污水處理廠	1037200040	25.07605	121.5118		
11	捷運大橋頭站	1035900000	25.062704	121.513583	11	捷運大橋頭站	1035900000	25.062704	121.513583		
11	老師里	1037300020	25.072056	121.5115542	11	老師里	1037300020	25.072056	121.5115542		
12	昌吉重慶路口	1036300200	25.065794	121.5137575	12	昌吉重慶路口	1036300200	25.065794	121.5137575		
12	酒泉街	1037300220	25.072041	121.5133789	12	酒泉街	1037300220	25.072041	121.5133789		
13	民族重慶路口	1036900040	25.068879	121.51371	13	民族重慶路口	1036900040	25.068879	121.51371		
13	民族重慶路口	1036900020	25.068586	121.5143308	13	民族重慶路口	1036900020	25.068586	121.5143308		
14	昌吉重慶路口	1036300240	25.06615	121.5136438	14	昌吉重慶路口	1036300240	25.06615	121.5136438		
14	蘭州國中	1036400420	25.068512	121.5161869	14	蘭州國中	1036400420	25.068512	121.5161869		
15	捷運大橋頭站	1035900040	25.063324	121.5135163	15	捷運大橋頭站	1035900040	25.063324	121.5135163		
15	民族承德路口	1036500001	25.069322	121.518574	15	民族承德路口	1036500001	25.069322	121.518574		
16	庫倫街	1036700360	25.072013	121.5176838	16	庫倫街	1036700360	25.072013	121.5176838		
16	涼州重慶路口	1034800360	25.060795	121.513088	16	涼州重慶路口	1034800360	25.060795	121.513088		
17	保安街口	1034600140	25.05983	121.5113241	17	保安街口	1034600140	25.05983	121.5113241		
17	大龍峒保安宮	1036700060	25.07209	121.515621	17	大龍峒保安宮	1036700060	25.07209	121.515621		
18	民生西路口(大稻埕碼頭)	1034400040	25.057928	121.5114003	18	民生西路口(大稻埕碼頭)	1034400040	25.057928	121.5114003		
18	酒泉重慶路口	1037300160	25.072042	121.514591	18	酒泉重慶路口	1037300160	25.072042	121.514591		
19	南京西路口(鈕釦街)	1034400140	25.054547	121.5116211	19	南京西路口(鈕釦街)	1034400140	25.054547	121.5116211		
19	酒泉街	1037300260	25.072185	121.5135209	19	酒泉街	1037300260	25.072185	121.5135209		
2	永倫里(南)	1117200720	25.089298	121.504244	2	永倫里(南)	1117200720	25.089298	121.504244		
2	長沙街	1085000220	25.040609	121.5056466	2	長沙街	1085000220	25.040609	121.5056466		
20	南京西路口(塔城)	1034300440	25.05265	121.51031	20	南京西路口(塔城)	1034300440	25.05265	121.51031		
20	老師里	1037300060	25.072183	121.511508	20	老師里	1037300060	25.072183	121.511508		
21	聯合醫院中興院區(塔城)	1034100640	25.051335	121.5103985	21	聯合醫院中興院區(塔城)	1034100640	25.051335	121.5103985		
21	污水處理廠	1037200000	25.075572	121.5118974	21	污水處理廠	1037200000	25.075572	121.5118974		
22	捷運北門站	1034100140	25.049002	121.510134	22	捷運北門站	1034100140	25.049002	121.510134		
22	社子消防分隊	1116500300	25.079411	121.5112234	22	社子消防分隊	1116500300	25.079411	121.5112234		
23	海光新村	1116500400	25.080711	121.5107623	23	海光新村	1116500400	25.080711	121.5107623		
23	中華路北站	1084300041	25.044584	121.508765	23	中華路北站	1084300041	25.044584	121.508765		
24	捷運西門站	1084600340	25.041649	121.5078873	24	捷運西門站	1084600340	25.041649	121.5078873		
24	葫蘆堵市場	1116501000	25.083057	121.5102329	24	葫蘆堵市場	1116501000	25.083057	121.5102329		
25	葫蘆寺(葫蘆里)	1117300200	25.086022	121.5096458	25	葫蘆寺(葫蘆里)	1117300200	25.086022	121.5096458		
25	小南門	1085000340	25.038008	121.5068125	25	小南門	1085000340	25.038008	121.5068125		
26	龍山國中	1084900640	25.035844	121.5038948	26	龍山國中	1084900640	25.035844	121.5038948		
26	社子市場	1117200100	25.087505	121.5090743	26	社子市場	1117200100	25.087505	121.5090743		
27	昆明街口	1085100060	25.035341	121.5020082	27	昆明街口	1085100060	25.035341	121.5020082		
27	社園里	1117200600	25.089056	121.5079873	27	社園里	1117200600	25.089056	121.5079873		
28	龍山寺(康定)	1085200700	25.036314	121.501464	28	龍山寺(康定)	1085200700	25.036314	121.501464		
28	社子派出所	1117200360	25.089599	121.5064251	28	社子派出所	1117200360	25.089599	121.5064251		
29	永倫里(南)	1117200760	25.089467	121.503968	29	永倫里(南)	1117200760	25.089467	121.503968		
3	社子派出所	1117200320	25.089332	121.5056145	3	社子派出所	1117200320	25.089332	121.5056145		
3	捷運西門站	1084600300	25.04173	121.5082859	3	捷運西門站	1084600300	25.04173	121.5082859		
30	社子國小	1117200400	25.089904	121.5025776	30	社子國小	1117200400	25.089904	121.5025776		
4	中華路北站	1004200200	25.045696	121.5093807	4	中華路北站	1004200200	25.045696	121.5093807		
4	社子市場二	1117200240	25.088796	121.5081045	4	社子市場二	1117200240	25.088796	121.5081045		
5	捷運北門站	1034100601	25.050609	121.5106101	5	捷運北門站	1034100601	25.050609	121.5106101		
5	社子市場	1117200140	25.088046	121.5087166	5	社子市場	1117200140	25.088046	121.5087166		
6	南京西路口(塔城)	1034300400	25.052852	121.5104624	6	南京西路口(塔城)	1034300400	25.052852	121.5104624		
6	葫蘆寺(葫蘆里)	1117100340	25.085288	121.5095885	6	葫蘆寺(葫蘆里)	1117100340	25.085288	121.5095885		
7	南京西路口(鈕釦街)	1034600200	25.054427	121.5117973	7	南京西路口(鈕釦街)	1034600200	25.054427	121.5117973		
7	葫蘆堵市場	1116501040	25.083075	121.5100276	7	葫蘆堵市場	1116501040	25.083075	121.5100276		
8	民生西路口(大稻埕碼頭)	1034600000	25.057441	121.5116168	8	民生西路口(大稻埕碼頭)	1034600000	25.057441	121.5116168		
8	海光新村	1117100240	25.081321	121.5103891	8	海光新村	1117100240	25.081321	121.5103891		
9	社子消防分隊	1116500340	25.079521	121.5109944	9	社子消防分隊	1116500340	25.079521	121.5109944		
9	保安街口	1034800100	25.05984	121.5114724	9	保安街口	1034800100	25.05984	121.5114724		
											
12	100001200										
1	華中河濱公園	1087100100	25.017171	121.4960943	1	華中河濱公園	1087100100	25.017171	121.4960943		
1	民生國中	1059100040	25.059661	121.5679233	1	民生國中	1059100040	25.059661	121.5679233		
10	臺北大學(臺北校區)	1047900060	25.05488	121.5386725	10	臺北大學(臺北校區)	1047900060	25.05488	121.5386725		
10	國興路口一	1088100300	25.024585	121.5088101	10	國興路口一	1088100300	25.024585	121.5088101		
11	國興路口	1006700300	25.025757	121.508379	11	國興路口	1006700300	25.025757	121.508379		
11	長春國小	1048500160	25.054904	121.534178	11	長春國小	1048500160	25.054904	121.534178		
12	中華南海路口	1006700100	25.027236	121.5066611	12	中華南海路口	1006700100	25.027236	121.5066611		
12	松江長春路口	1045800140	25.054176	121.5329348	12	松江長春路口	1045800140	25.054176	121.5329348		
13	南機場公寓	1006900000	25.028591	121.5054077	13	南機場公寓	1006900000	25.028591	121.5054077		
13	南京吉林路口	1045700260	25.052112	121.5303325	13	南京吉林路口	1045700260	25.052112	121.5303325		
14	廈安里	1006800300	25.030697	121.5041681	14	廈安里	1006800300	25.030697	121.5041681		
14	南京林森路口	1045400160	25.052167	121.5257174	14	南京林森路口	1045400160	25.052167	121.5257174		
15	捷運中山站(志仁高中)	1035200160	25.052867	121.519866	15	捷運中山站(志仁高中)	1035200160	25.052867	121.519866		
15	大埔街	1006800000	25.032684	121.504945	15	大埔街	1006800000	25.032684	121.504945		
16	聯合醫院和平院區	1006500101	25.0357	121.506607	16	聯合醫院和平院區	1006500101	25.0357	121.506607		
16	後車站	1034900160	25.051433	121.5151374	16	後車站	1034900160	25.051433	121.5151374		
17	捷運西門站	1084600300	25.04173	121.5082859	17	捷運西門站	1084600300	25.04173	121.5082859		
17	延平一站(長安)	1034100260	25.0519	121.513	17	延平一站(長安)	1034100260	25.0519	121.513		
18	中華路北站	1004200200	25.045696	121.5093807	18	中華路北站	1004200200	25.045696	121.5093807		
18	聯合醫院中興院區(塔城)	1034100640	25.051335	121.5103985	18	聯合醫院中興院區(塔城)	1034100640	25.051335	121.5103985		
19	捷運北門站	1034100140	25.049002	121.510134	19	捷運北門站	1034100140	25.049002	121.510134		
19	捷運北門站	1034100601	25.050609	121.5106101	19	捷運北門站	1034100601	25.050609	121.5106101		
2	果菜市場	1087200000	25.01987	121.497706	2	果菜市場	1087200000	25.01987	121.497706		
2	新東街口	1058900160	25.059272	121.5663967	2	新東街口	1058900160	25.059272	121.5663967		
20	延平一站(長安)	1034100220	25.05181	121.51269	20	延平一站(長安)	1034100220	25.05181	121.51269		
20	中華路北站	1084300040	25.045511	121.5091441	20	中華路北站	1084300040	25.045511	121.5091441		
21	圓環(重慶)	1035000300	25.052844	121.514207	21	圓環(重慶)	1035000300	25.052844	121.514207		
21	捷運西門站	1084400340	25.042516	121.5082667	21	捷運西門站	1084400340	25.042516	121.5082667		
22	圓環(南京)	1035000220	25.053651	121.5157054	22	圓環(南京)	1035000220	25.053651	121.5157054		
22	小南門	1085000040	25.037868	121.5069037	22	小南門	1085000040	25.037868	121.5069037		
23	捷運中山站(志仁高中)	1035200120	25.05271	121.5196749	23	捷運中山站(志仁高中)	1035200120	25.05271	121.5196749		
23	聯合醫院和平院區	1006500140	25.036493	121.5065075	23	聯合醫院和平院區	1006500140	25.036493	121.5065075		
24	南京林森路口	1045400120	25.052069	121.5250604	24	南京林森路口	1045400120	25.052069	121.5250604		
24	大埔街	1086200040	25.032074	121.5044162	24	大埔街	1086200040	25.032074	121.5044162		
25	廈安里	1088000140	25.02966	121.50438	25	廈安里	1088000140	25.02966	121.50438		
25	南京吉林路口	1045700220	25.052007	121.529855	25	南京吉林路口	1045700220	25.052007	121.529855		
26	捷運松江南京站	1045700420	25.051969	121.5327305	26	捷運松江南京站	1045700420	25.051969	121.5327305		
26	南機場公寓	1088000040	25.028384	121.5054653	26	南機場公寓	1088000040	25.028384	121.5054653		
27	長春國小	1048500120	25.05472	121.53409	27	長春國小	1048500120	25.05472	121.53409		
27	中華南海路口	1088100040	25.027343	121.5064379	27	中華南海路口	1088100040	25.027343	121.5064379		
28	臺北大學(臺北校區)	1048700020	25.054618	121.5386259	28	臺北大學(臺北校區)	1048700020	25.054618	121.5386259		
28	國興路口	1088100240	25.025621	121.508316	28	國興路口	1088100240	25.025621	121.508316		
29	長春市場	1048700120	25.054528	121.5417353	29	長春市場	1048700120	25.054528	121.5417353		
29	古亭國中	1088200020	25.024664	121.509833	29	古亭國中	1088200020	25.024664	121.509833		
3	光仁國小	1086100020	25.02122	121.5004577	3	光仁國小	1086100020	25.02122	121.5004577		
3	民生社區活動中心	1057300060	25.058808	121.5611445	3	民生社區活動中心	1057300060	25.058808	121.5611445		
30	萬華醫院	1007200140	25.02391	121.50982	30	萬華醫院	1007200140	25.02391	121.50982		
30	慶城街口	1054700220	25.0545	121.54574	30	慶城街口	1054700220	25.0545	121.54574		
